"TN","TP","DO","TURB","COND","VEL","SS","WDP","CHLcal","SECCHI"
NA,NA,11.5,13,110,NA,NA,2.1,29.04707,79
NA,NA,13.2,10,487,NA,NA,8.5,NA,79
0.728,0.071,11.5,12,141,NA,NA,3.8,26.41484,90
1.511,0.051,13.6,10,479,NA,NA,2,51.85973,83
NA,NA,12.4,10,271,NA,NA,7,40.84336,90
NA,NA,12.6,10,307,NA,NA,8,45.13292,70
1.881,0.064,13.2,12,261,NA,NA,2,17.64074,75
NA,NA,13.2,10,303,NA,NA,3,38.5036,65
2.218,0.095,13.5,12,300,NA,NA,2.1,33.92157,70
1.524,0.081,13.9,10,407,NA,NA,4.9,52.1522,80
1.531,0.085,13.3,12,310,NA,NA,4.4,48.74005,70
1.645,0.12,16.4,20,464,0.09,NA,1.3,65.41084,60
1.74,0.115,15.1,10,467,NA,NA,1.6,35.5789,76
1.511,0.064,15.4,10,470,NA,NA,1.3,63.36355,80
1.376,0.049,15.5,19,466,NA,NA,1.1,102.65202,45
1.14,0.086,15.9,12,470,NA,NA,1.3,71.6502,80
1.814,0.081,14.9,34,468,NA,NA,0.9,70.09036,35
NA,NA,13.7,53,470,NA,NA,1.2,100.21477,21
NA,NA,14.9,10,465,NA,NA,1.9,75.45231,70
1.606,0.087,14.9,11,467,NA,NA,5.8,62.38865,80
NA,NA,14,11,473,NA,NA,3.4,62.29116,78
NA,NA,13.6,20,385,NA,NA,2.2,66.19076,71
1.571,0.059,14.2,11,474,NA,NA,9.8,69.21295,76
NA,NA,13.5,22,463,NA,NA,9.6,58.0016,62
NA,NA,13.7,21,337,NA,22.7,5.2,37.43121,61
1.666,0.042,11.4,21,384,NA,33.5,2.4,36.26133,62
2.346,0.039,12.2,18,459,NA,24.5,5.5,48.64256,60
2.339,0.074,12.2,22,457,NA,NA,5.6,33.92157,60
NA,NA,11.9,24,456,NA,NA,6.1,34.89647,55
1.645,0.054,12.1,24,398,NA,NA,6.3,22.80771,57
NA,NA,12,24,456,NA,NA,6.8,44.45049,53
1.329,0.049,12.8,22,456,NA,NA,7.1,37.72368,62
1.78,0.069,12.2,24,454,NA,NA,6.9,36.5538,55
NA,NA,13.2,23,454,NA,NA,8.4,58.39156,50
NA,NA,12.4,23,452,NA,NA,8.4,36.06635,56
1.612,0.071,14.5,20,457,NA,19.1,3.8,65.21586,55
NA,NA,13,23,457,NA,25,9.5,55.0769,52
1.241,0.066,13.5,22,454,NA,23,8.7,57.41666,55
2.669,0.091,12.6,16,453,NA,20.5,9.4,34.50651,49
NA,NA,13,16,453,NA,21.3,9,44.54798,53
NA,NA,13.5,16,449,NA,20.9,8.8,42.30571,51
1.389,0.054,14.2,14,445,NA,19.3,7.8,68.62801,48
1.915,0.069,14.8,13,464,NA,17.6,8,48.64256,62
NA,NA,17.9,10,466,NA,13.8,4.8,86.2737,78
NA,NA,17,9,478,NA,13.8,10.5,62.77861,81
NA,NA,17,10,469,NA,14.3,11.1,54.19949,79
NA,NA,17.2,10,471,NA,NA,6.2,72.52761,80
1.645,0.064,19,8,478,NA,NA,10.5,53.1271,78
NA,NA,17.2,9,456,NA,NA,3.6,57.51415,76
1.915,0.071,18.4,10,460,NA,NA,4.2,82.3741,82
2.541,0.086,17.4,9,455,NA,NA,9,46.20531,84
2.588,0.087,17.4,10,456,NA,NA,8.7,81.69167,74
1.982,0.049,17.4,15,452,0.39,NA,1.1,86.07872,62
NA,NA,16.6,13,459,0.21,NA,1.1,54.19949,76
1.396,0.047,17.2,14,460,NA,NA,2.6,73.01506,67
1.814,0.08,14.8,11,454,NA,NA,4.6,NA,80
1.524,0.07,14.6,10,408,NA,NA,3,33.72659,79
NA,NA,14,10,228,NA,NA,4.3,45.91284,85
2.696,0.09,14.6,10,416,NA,NA,1.1,59.75642,75
1.948,0.084,14.5,11,454,NA,NA,2,67.26315,78
2.42,0.093,15.3,11,452,NA,NA,2.8,73.89247,78
NA,NA,16.8,15,456,0.31,NA,0.8,82.47159,72
1.6,0.077,13.8,11,466,NA,17.4,1.9,41.72077,58
NA,NA,13.8,12,471,NA,18.5,1.1,46.40029,57
NA,NA,13.6,10,470,NA,15.6,3.3,52.83463,52
NA,NA,13.2,10,380,NA,NA,2.1,49.2275,68
NA,NA,13.1,11,257,NA,21.5,3.8,45.62037,62
NA,NA,13,12,277,0.58,22.7,2.1,43.08563,68
1.511,0.069,16.8,14,228,0,NA,0.5,66.97068,50
2.251,0.083,20,15,244,0.04,NA,3.6,140.18567,50
1.679,0.059,20,14,243,0.01,27.8,2.3,130.92412,52
NA,NA,20,19,238,NA,42.2,1.1,96.90011,49
NA,NA,13,11,265,NA,19.6,2.4,40.94085,68
0.786,0.068,12.2,13,212,0.39,22.7,0.8,36.06635,71
NA,NA,12.3,14,197,0.22,NA,0.9,37.23623,64
1.767,0.061,12,13,195,0.08,NA,1,31.09436,63
NA,NA,14,11,295,NA,NA,3.6,47.08272,70
1.591,0.073,14.2,11,320,NA,21.6,3.4,49.81244,67
NA,NA,15,12,367,NA,22.2,1.4,53.1271,69
NA,NA,14.4,12,349,NA,NA,4.4,39.86846,63
1.228,0.051,14.4,10,455,NA,14.2,5.5,61.99869,71
1.329,0.064,14.2,10,430,NA,15.4,5.2,58.09909,72
NA,NA,14.2,12,357,NA,17.9,4.9,39.77097,71
NA,NA,15.2,10,456,NA,15.4,1.1,67.16566,68
NA,NA,15.6,11,460,NA,16.6,2.7,45.23041,66
2.88,0.097,10.6,15,262,0.06,NA,0.6,35.67639,56
NA,NA,11.3,12,310,NA,NA,0.8,30.31444,70
2.063,0.082,11.4,12,309,NA,NA,2.3,53.80953,70
1.591,0.051,11.6,13,312,0.08,NA,0.3,51.07981,31
NA,NA,11.8,11,302,0.25,NA,1.3,56.44176,70
NA,NA,11.8,11,302,0.26,NA,1.2,60.34136,70
1.942,0.088,10.5,13,235,0.12,NA,1.3,28.55962,68
1.845,0.078,11.7,11,306,0.17,NA,1.6,55.75933,60
1.926,0.077,12,11,305,0.11,NA,1.1,30.41193,75
NA,NA,12.1,10,305,0.05,NA,0.7,56.83172,62
NA,NA,12,13,311,0.08,NA,0.7,52.93212,55
NA,NA,11.8,13,335,0.06,NA,0.7,55.95431,60
1.644,0.116,13.2,22,340,0.02,NA,0.6,110.54871,40
NA,NA,11.4,16,335,NA,NA,0.8,51.56726,60
1.994,0.078,12.1,10,303,0.14,NA,2.3,60.53634,73
NA,NA,11,13,272,0.11,NA,2.1,58.78152,63
1.669,0.133,11.9,40,330,NA,NA,0.7,72.72259,30
2.267,0.161,11.6,34,326,NA,NA,1.1,65.89829,40
NA,NA,12.4,13,341,0.05,NA,0.8,NA,50
NA,NA,13.1,12,344,0.03,NA,1,76.91466,60
NA,NA,11.8,14,315,0.13,NA,1.3,63.65602,64
1.507,0.079,10.8,21,463,0.04,34.7,1.85,45.1881,52
2.652,0.172,7,13,492,NA,7.3,12.5,23.58772,74
2.909,0.155,6.9,13,473,NA,8,7.3,23.92842,76
NA,NA,8.5,17,207,NA,12.9,4,34.89896,80
2.823,0.146,7,12,492,NA,8.3,3.6,26.31332,80
3.04,0.159,7.4,12,493,NA,10.6,1.42,24.67796,80
NA,NA,6.6,13,495,NA,10.4,2,20.86212,70
2.06,0.164,12.4,19,386,NA,6.1,1.9,81.77928,45
NA,NA,7.4,13,490,NA,10.6,2.8,26.85844,77
NA,NA,7.7,13,490,NA,11.7,1.14,30.74242,75
NA,NA,7.7,12,489,NA,11,0.6,26.38146,60
2.692,0.141,8,14,490,NA,13.9,0.28,29.72032,28
2.764,0.156,7.8,13,490,NA,11.5,0.8,23.65586,72
2.678,0.152,8,14,491,0.57,16.1,0.61,27.88054,61
NA,NA,8.2,13,490,0.19,14.9,1.4,24.26912,70
2.889,0.173,8.2,13,491,0.16,12.7,1.9,30.06102,60
3.073,0.158,8.9,17,495,NA,16.5,0.9,27.60798,50
2.718,0.172,9,20,486,NA,21.5,1.15,39.32806,35
2.823,0.152,7.4,14,482,NA,12.3,4.9,26.24518,79
NA,NA,8.3,17,360,NA,11.4,4.9,33.945,68
3.27,0.172,6.9,38,478,0.14,47.2,1.3,31.5601,34
3.231,0.158,7.1,38,470,NA,5.9,3.1,29.24334,37
NA,NA,7.4,38,477,NA,44.4,4.6,24.54168,41
3.349,0.173,7.5,40,473,NA,52.5,8.5,30.94684,36
3.303,0.182,7.4,47,450,NA,73.4,2.4,29.99288,33
NA,NA,7.6,45,464,0,48.7,1.1,51.38884,28
NA,NA,7,49,467,0.02,43.9,1.1,39.25992,22
NA,NA,8,50,461,0.08,39.9,1.3,49.14022,23
NA,NA,7.8,36,449,NA,40,1.1,28.76636,39
2.889,0.158,7.7,39,451,NA,47.1,2.2,28.69822,35
3.678,0.154,7.8,40,451,NA,58.1,2.1,32.9229,31
NA,NA,7.9,40,448,NA,48.7,2.3,33.6043,31
3.415,0.168,7.8,41,446,NA,47.8,1.9,25.22308,36
2.914,0.141,8.1,44,520,NA,55,2.2,40.4183,29
NA,NA,7.9,39,447,NA,49.2,4.4,32.03708,33
NA,NA,8,47,472,NA,59.2,6.7,32.2415,32
3.218,0.162,8.1,39,449,NA,52.9,4.3,33.87686,39
3.218,0.152,8.2,41,447,NA,48.5,1.9,34.08128,32
1.836,0.123,8.4,60,442,0.08,71.9,1.3,76.12366,22
NA,NA,6.4,8,509,NA,7.6,1.3,11.4588,79
3.231,0.17,6.2,11,512,NA,9,2.8,15.75162,75
3.034,0.175,6.4,10,492,NA,11.2,5.5,14.45696,89
NA,NA,6.4,10,489,NA,6.2,7.4,16.16046,79
2.994,0.16,6.5,10,490,NA,5.5,2.7,12.95788,86
NA,NA,6.8,10,489,NA,3.3,7.6,17.65954,81
NA,NA,7.5,12,485,NA,8.8,8.3,17.5914,74
2.889,0.16,6.8,11,488,NA,9.1,2.5,18.20466,82
3.093,0.173,6.8,12,487,NA,9.5,7.7,22.15678,79
NA,NA,9.6,13,484,NA,8.9,8.9,27.94868,67
NA,NA,13.5,10,483,NA,7.7,9.4,47.98184,78
NA,NA,8.4,20,471,NA,19.4,8.8,31.96894,56
3.159,0.17,9,14,480,NA,13.3,8,40.82714,65
2.809,0.137,8.1,15,480,NA,13,8.1,28.69822,64
2.567,2.889,8.2,19,475,NA,17.4,9.2,25.63192,53
2.754,0.181,8,24,466,NA,16.7,8,24.54168,46
NA,NA,8.5,25,496,NA,23.8,9.5,27.8124,50
3.178,0.165,6.6,22,468,NA,17.6,6,16.97814,43
NA,NA,10.1,23,471,NA,21,5,35.9892,50
NA,NA,12.8,13,483,NA,18.1,1.8,55.88608,72
3.586,0.148,10.1,20,488,NA,16.6,6.4,46.2102,48
3.573,0.139,9.7,19,488,NA,16.3,7.1,33.74058,50
3.58,0.141,9.2,20,495,NA,18.6,7.3,27.131,49
3.238,0.143,7.6,18,478,NA,15,5.6,20.79398,52
3.29,0.137,8.8,21,494,NA,19.1,7.7,21.54352,45
3.203,0.129,9.4,22,494,NA,20.5,8,36.73874,51
NA,NA,10.5,22,493,NA,20.1,7.2,40.69086,46
NA,NA,11,31,476,NA,31.6,4,47.573,43
NA,NA,7.9,22,491,NA,27.6,1.2,30.8787,44
NA,NA,8,28,481,NA,27.8,2.4,30.40172,40
NA,NA,8.2,32,480,NA,36.8,1.3,33.53616,40
3.284,0.163,7.8,41,498,NA,56,4,33.19546,36
NA,NA,7.8,33,498,NA,41.7,4.3,31.5601,39
NA,NA,9.3,44,499,0.02,47.5,0.55,36.39804,31
3.382,0.191,7.8,37,501,NA,53.4,3.8,34.14942,38
3.415,0.17,7.9,39,489,0.44,55.5,1.8,38.0334,34
3.178,0.158,18.1,30,447,0.01,37.8,1.35,100.44964,46
NA,NA,20,37,420,0.05,37.7,1.06,84.16418,42
NA,NA,8.4,45,486,NA,53.5,1.02,39.19178,25
NA,NA,20,29,453,0.04,26.7,1.06,73.73876,43
2.231,0.145,20,47,463,0.05,42.3,0.96,105.1513,45
3.349,0.174,8.3,34,498,0.14,46,1.21,37.48828,31
2.409,0.175,8,29,356,NA,29.5,2.1,34.69454,44
2.075,0.126,8.1,10,383,NA,10.6,0.75,31.83266,75
2.12,0.126,7.7,20,366,0.03,14.3,1.02,30.46986,60
NA,NA,8,44,285,NA,39.5,2.8,56.84004,36
NA,NA,9.7,43,273,0.02,36.7,0.58,67.46988,32
1.974,0.239,5.8,59,278,0.01,73.7,0.76,60.04262,28
2.165,0.178,7.8,25,366,0.02,18.2,1.03,35.6485,51
NA,NA,10.5,22,363,0.03,16.1,1.03,53.50118,57
2.363,0.179,9.2,33,352,0.04,37.7,0.83,43.21204,44
3.152,0.355,7.8,80,367,0.02,171.8,0.35,37.28386,25
NA,NA,9,25,357,0.04,26,0.61,14.59324,44
NA,NA,10,16,366,0.07,72.2,1.06,28.76636,67
NA,NA,11,22,370,0.03,29.9,0.8,38.91922,62
NA,NA,9.8,26,359,0.06,21.8,1.14,33.33174,46
1.935,0.155,9.6,27,327,0.05,21.2,0.97,44.5067,44
1.915,0.143,9.4,27,291,0.02,31.6,0.45,35.3078,45
NA,NA,8.8,16,344,0.29,14.5,0.66,25.0868,66
2.231,0.121,10,14,350,0.05,12.5,0.88,22.0205,59
1.876,0.148,9.5,27,345,0.03,46.9,0.42,29.78846,42
2.14,0.122,7.3,12,366,0.16,11.5,0.36,24.95052,36
NA,NA,7.2,12,356,NA,11.3,0.72,25.7682,72
1.95,0.168,9,29,400,0,43.4,0.23,32.65034,23
2.134,0.109,7.7,11,351,NA,10.7,0.73,28.28938,73
NA,NA,10,43,392,0.02,41.9,0.52,48.18626,38
NA,NA,10,21,379,0.03,25.7,0.66,38.10154,52
NA,NA,10.1,36,371,0,40.8,0.48,64.74428,36
1.661,0.113,10.3,24,355,NA,27.9,6.7,52.27466,40
NA,NA,7.7,12,364,NA,10.2,1.74,25.83634,97
1.924,0.106,8,12,354,NA,11.4,3.9,29.10706,105
NA,NA,8.3,10,366,NA,9.9,3.5,30.40172,93
2.37,0.129,7.1,10,429,NA,9.5,3.1,20.93026,94
NA,NA,7.8,11,364,NA,11.6,4,25.22308,95
2.586,0.133,7,11,430,NA,11.3,4.7,24.0647,80
1.412,0.132,4.3,43,479,0,64.7,0.35,32.2415,35
NA,NA,9.1,16,456,0.11,16.8,2.3,26.24518,59
2.501,0.122,7.3,12,417,0.06,13.4,0.56,27.4717,56
NA,NA,7.4,13,418,0.06,12.1,1.24,21.88422,78
2.193,0.115,8.3,11,408,0.06,10.7,0.68,25.70006,68
2.33,0.117,7.8,11,412,0.11,10.4,0.6,27.88054,60
NA,NA,7.6,15,432,0.1,11.8,1.84,33.33174,73
2.389,0.127,6.9,11,427,NA,11.4,4.8,25.01866,76
NA,NA,6.4,9,415,NA,3.6,3.8,22.0205,88
NA,NA,8.4,23,377,NA,27.1,3.7,46.07392,51
1.661,0.093,10.5,23,319,NA,29.4,0.55,76.1918,41
NA,NA,14.2,17,284,0.02,23.5,2.1,97.17892,56
NA,NA,7.6,22,370,NA,25.4,2.8,33.6043,48
NA,NA,7,10,443,NA,9.6,0.35,22.90632,35
2.448,0.133,7.1,12,441,NA,9.4,0.65,20.58956,65
NA,NA,7.4,14,429,NA,13.6,2.7,20.72584,62
NA,NA,6.7,12,446,NA,11.5,0.98,22.7019,84
NA,NA,6.4,11,432,NA,9.5,5,23.79214,86
2.652,0.133,6.9,11,438,NA,10.2,4.1,21.6798,86
NA,NA,6.5,11,425,NA,11.4,4.4,22.56562,84
2.219,0.124,8.7,12,419,0.04,13.9,0.79,24.7461,66
1.524,0.113,8.3,13,224,0.13,11.9,NA,10.0621,60
NA,NA,9.3,11,225,NA,10.2,NA,8.72879,68
NA,NA,9.3,11,226,NA,10.1,NA,7.88032,72
NA,NA,9.4,11,227,NA,11.1,NA,8.60758,62
1.832,0.108,9.1,12,279,0.03,9.9,NA,9.21363,65
NA,NA,8.4,18,281,0,15,NA,14.18324,40
NA,NA,9,13,273,0.05,12.3,NA,11.2742,62
1.775,0.108,9.1,14,279,0.03,13.1,NA,10.30452,65
1.724,0.107,9.2,13,261,0.06,12.6,NA,10.18331,75
NA,NA,9.1,11,276,0.05,11.4,NA,13.45598,72
1.739,0.117,9.4,10,229,0.02,10.2,NA,10.30452,69
2.152,0.11,8.7,13,234,0.05,12.9,NA,9.57726,64
1.873,0.127,9.7,13,227,0.05,11.5,NA,12.60751,77
NA,NA,9.7,11,229,0.13,9.4,NA,9.09242,85
NA,NA,9.4,11,233,0.12,11.5,NA,11.88025,38
NA,NA,9.4,22,233,0.13,37.2,NA,13.33477,71
NA,NA,9.5,11,232,0.14,10.8,NA,9.81968,58
1.768,0.118,9.4,12,233,0.09,14.6,NA,9.81968,66
1.605,0.136,9.6,14,229,NA,18.5,NA,8.97121,50
1.589,0.171,8.5,24,217,0.03,34.8,NA,11.88025,43
NA,NA,9.6,14,224,0.04,16.9,NA,16.48623,39
NA,NA,9.6,19,218,0.01,29.4,NA,16.24381,35
NA,NA,9.9,24,220,0.03,38.4,NA,14.54687,35
1.605,0.113,8.8,11,220,0.16,11,NA,10.42573,50
NA,NA,9.2,18,488,0.07,16.6,NA,9.45605,48
2.878,0.182,9.1,21,489,0.12,18.9,NA,12.84993,46
2.856,0.193,9.1,21,490,NA,18,NA,12.60751,48
NA,NA,8.9,17,423,NA,13.6,NA,12.84993,51
NA,NA,8.9,17,434,NA,13.1,NA,10.30452,58
2.152,0.139,9.3,15,312,0.33,13.6,NA,11.03178,57
2.208,0.263,14.3,51,343,0.05,74.7,NA,124.96918,30
NA,NA,12.8,21,349,0.03,24.1,NA,89.81828,42
NA,NA,13.2,7,359,0.04,15.2,NA,42.66759,90
NA,NA,9.6,16,257,0.2,17.4,NA,12.60751,58
NA,NA,9.1,17,486,NA,13.4,NA,8.72879,54
NA,NA,9,16,480,NA,15,NA,10.91057,55
2.463,0.139,9.3,14,331,0.21,13.6,NA,12.00146,60
NA,NA,9.6,16,249,0.07,17.8,NA,13.21356,39
1.96,0.133,9.6,14,278,NA,14,NA,12.12267,54
NA,NA,9.8,12,259,NA,13.6,NA,12.84993,66
1.974,0.19,10.3,26,278,0.01,46.1,NA,17.09228,48
1.768,0.15,9.8,19,240,NA,22.2,NA,13.81961,50
NA,NA,9.4,12,299,NA,10.2,NA,13.57719,72
NA,NA,9.5,13,288,NA,11.2,NA,13.21356,70
2.862,0.167,8.8,21,477,NA,16.4,NA,8.72879,50
2.811,0.141,8.9,20,472,NA,16.1,NA,10.0621,49
NA,NA,9,20,480,NA,16.5,NA,10.18331,45
2.92,0.21,9.1,20,487,NA,16,NA,10.18331,53
NA,NA,9.3,20,489,NA,7.8,NA,8.60758,55
NA,NA,9.5,19,489,NA,17.7,NA,7.88032,50
4.084,0.167,9.5,33,537,NA,48.8,NA,25.09214,30
NA,NA,9.5,32,536,NA,43.4,NA,25.45577,31
NA,NA,9.4,32,533,NA,32.5,NA,20.72858,31
4.142,0.139,9.5,33,533,NA,44.7,NA,22.1831,31
NA,NA,9.5,32,536,NA,46.5,NA,27.0315,29
NA,NA,9.8,27,539,0.07,34,NA,26.42545,29
4.136,0.161,9.6,35,539,0.07,46.8,NA,26.30424,26
NA,NA,10.5,45,537,NA,42.5,NA,47.03115,25
4.155,0.159,9.5,34,532,NA,46.6,NA,29.69812,33
NA,NA,10.6,60,492,0.03,68.3,NA,74.06098,20
3.848,0.171,10.2,54,512,NA,61.8,NA,42.06154,20
NA,NA,9.9,34,519,0.03,46.1,NA,30.91022,30
3.944,0.18,10.5,30,528,0.05,35.6,NA,38.18282,27
3.79,0.135,10.1,34,527,0.04,43.6,NA,29.81933,25
3.843,0.244,9.9,68,528,0.04,73.4,NA,46.90994,15
NA,NA,9.7,33,518,NA,44.5,NA,37.45556,34
3.88,0.156,9.7,32,518,NA,43.3,NA,20.84979,30
4.123,0.15,9.5,32,537,NA,45.5,NA,20.84979,30
4.01,0.142,9.5,33,534,NA,42.3,NA,22.78915,27
NA,NA,9.6,32,519,NA,42.9,NA,26.66787,29
5.415,0.264,8.9,74,623,0.01,108.5,NA,19.39527,14
NA,NA,9.7,32,520,NA,47,NA,29.09207,33
NA,NA,9.7,32,516,NA,40.8,NA,27.63755,30
NA,NA,9.6,33,518,NA,46.2,NA,29.09207,29
NA,NA,9.6,35,518,NA,41.5,NA,27.75876,29
NA,NA,9.7,33,518,NA,48.8,NA,26.66787,30
4.072,0.215,9.7,33,518,NA,43.4,NA,26.18303,25
5.626,0.181,9.8,32,517,NA,45.4,NA,29.33449,32
4.232,0.163,9.6,29,532,NA,42,NA,26.30424,31
4.43,0.176,9.5,34,540,NA,48.8,NA,22.91036,31
3.837,0.181,9.6,30,534,NA,31.2,NA,28.84965,40
3.086,0.143,9.7,21,517,NA,19,NA,28.00118,46
3.912,0.146,9.4,32,536,NA,35.1,NA,28.2436,36
3.281,0.168,10.1,22,519,NA,20.1,NA,27.87997,48
4.011,0.175,9.8,33,518,NA,37.2,NA,38.54645,34
4.567,0.191,9.8,35,533,NA,46.8,NA,30.78901,35
3.984,0.169,10,28,523,NA,33.2,NA,34.78894,38
NA,NA,10.1,23,528,NA,23.5,NA,28.48602,47
3.281,0.181,9.8,22,519,NA,21.5,NA,28.72844,44
NA,NA,9.4,17,525,NA,14.8,NA,15.75897,55
2.492,0.156,9.1,17,496,NA,19.3,NA,22.30431,78
NA,NA,9.5,15,508,NA,12.6,NA,11.51662,63
NA,NA,9.6,18,515,NA,15.9,NA,19.27406,54
NA,NA,9.8,18,520,NA,16.7,NA,20.84979,54
NA,NA,9.9,16,520,NA,15.2,NA,19.15285,61
NA,NA,9.8,17,521,NA,15.5,NA,22.1831,64
NA,NA,10.1,17,520,NA,NA,NA,20.48616,60
NA,NA,9.9,16,521,NA,14.9,NA,18.66801,59
NA,NA,9.6,13,490,NA,10.8,NA,13.81961,66
2.741,0.202,9.2,15,493,NA,11.8,NA,10.54694,68
3.048,0.125,10.1,17,521,NA,16,NA,23.27399,61
NA,NA,8.7,15,511,NA,10.8,NA,11.51662,59
2.811,0.187,9.4,15,495,NA,11.8,NA,12.12267,62
2.878,0.179,9.4,15,501,NA,12,NA,15.75897,55
NA,NA,9.4,14,488,NA,11.6,NA,14.30445,62
2.869,0.155,9.6,14,489,NA,12.1,NA,15.51655,61
3.048,0.187,8.8,17,508,NA,14.5,NA,9.94089,61
2.792,0.135,8.9,15,507,NA,12.9,NA,11.51662,69
2.837,0.146,8.8,16,504,NA,12.9,NA,9.21363,65
NA,NA,9.1,17,440,NA,16.9,NA,14.42566,57
1.686,0.105,9.8,9,183,NA,11.4,NA,25.57698,77
1.337,0.099,10,8,139,NA,9.4,NA,28.36481,79
3.234,0.173,8.8,15,503,NA,11.4,NA,8.72879,63
NA,NA,10,11,480,0.06,8.6,NA,12.36509,81
1.538,0.16,10.2,24,208,0.04,26,NA,51.03108,40
NA,NA,8.6,21,516,NA,16.7,NA,12.60751,49
2.787,0.165,10.2,11,492,NA,10,NA,17.3347,81
2.92,0.133,9.7,13,490,NA,9.8,NA,13.81961,68
NA,NA,9,15,501,NA,11.7,NA,8.60758,73
2.833,0.157,9.1,14,499,NA,12.1,NA,11.63783,66
2.088,0.115,9.6,13,279,NA,13.8,NA,21.21342,70
2.088,0.133,9.6,14,307,NA,14.2,NA,20.72858,73
NA,NA,9.5,15,347,NA,14.4,NA,18.78922,70
NA,NA,9,15,500,NA,12.5,NA,9.69847,68
2.819,0.145,9.1,17,442,NA,14.8,NA,12.36509,68
2.966,0.166,9,16,496,NA,13.8,NA,9.81968,68
2.979,0.196,9,16,497,NA,14.3,NA,10.66815,67
2.632,0.13,9.1,16,450,NA,13.7,NA,13.6984,69
3.013,0.158,10.3,15,502,NA,11.6,NA,12.00146,33
NA,NA,10,17,504,0.12,18.7,NA,12.36509,54
3.107,0.165,9.2,16,506,0.22,13.6,NA,11.63783,61
3.336,0.323,8.3,37,507,0,51.2,NA,11.51662,33
NA,NA,9.3,17,505,0.12,15,NA,10.78936,54
3.2,0.194,9.6,21,507,0.05,31.7,NA,10.30452,51
NA,NA,12.1,16,483,0.02,18.5,NA,37.69798,56
2.499,0.09,10.7,9,358,NA,10.7,0.31,1.58698,60
NA,NA,10,11,380,0.02,163.3,0.16,6.3953,58
3.538,0.082,13.4,6,433,NA,4.9,4.92,16.7769,108
2.302,0.09,13.8,5,442,NA,3.8,NA,19.72746,169
2.387,0.091,14.1,4,495,0.04,3,1.84,23.44298,149
2.499,0.09,14.1,5,492,0.04,2.7,3.18,22.02234,142
2.469,0.061,14.6,4,495,0.02,2.7,1.92,23.11514,122
NA,NA,14.3,5,495,0.04,3,1.55,23.66154,164
NA,NA,14.8,4,491,0.03,3.1,1.36,23.3337,149
NA,NA,14.1,5,495,NA,2.9,NA,19.94602,201
NA,NA,14.4,4,498,NA,2.7,NA,23.11514,195
2.9,0.102,14.2,4,495,NA,2.6,NA,23.55226,191
2.541,0.095,14.7,4,501,NA,2.5,NA,19.61818,210
NA,NA,14.8,4,503,NA,2.7,NA,18.85322,190
2.506,0.099,16.5,4,494,NA,2.6,NA,20.16458,214
NA,NA,14.8,4,503,NA,2.5,NA,19.39962,199
2.499,0.095,15.3,4,500,NA,2.5,NA,23.22442,192
NA,NA,14.8,4,503,NA,2.6,NA,20.71098,141
2.589,0.095,14.7,5,499,NA,2.8,NA,21.58522,193
NA,NA,15.3,6,455,NA,5.4,2.17,25.84714,141
NA,NA,15.8,5,454,NA,3.7,2.09,29.3441,142
NA,NA,19.7,3,547,0.01,3.2,0.21,31.63898,65
3.522,0.087,0.6,11,843,0,9,0.27,47.3753,57
2.709,0.108,15.5,4,544,0,3.2,0.38,21.80378,84
2.547,0.146,14.7,4,503,NA,3.2,NA,21.58522,40
NA,NA,14.6,4,503,NA,2.4,NA,20.0553,125
3.025,0.1,14.9,4,501,NA,2.6,NA,22.02234,75
NA,NA,14.7,5,501,NA,2.4,NA,22.13162,95
2.433,0.14,14.4,4,497,NA,2.2,NA,22.35018,197
2.322,0.099,14,5,491,NA,2.4,NA,17.54186,194
2.236,0.09,14.5,6,447,NA,3,3.27,24.75434,145
NA,NA,14.7,6,465,NA,2.6,NA,24.53578,190
2.301,0.091,13.8,5,446,NA,3.1,3.8,18.4161,137
NA,NA,14.2,5,457,NA,2.8,NA,18.19754,148
NA,NA,15.3,4,520,0.03,2,0.26,16.99546,58
NA,NA,14.5,4,518,0.03,2.7,0.38,16.44906,75
NA,NA,15.3,4,517,0.02,2.8,0.45,21.1481,83
2.811,0.092,15,4,509,0.06,2.7,0.7,18.85322,82
2.269,0.139,14.1,5,498,NA,2.7,NA,18.74394,172
NA,NA,14.2,4,444,NA,2.7,NA,17.97898,140
2.445,0.09,14,4,455,NA,2.8,NA,17.54186,191
NA,NA,14.9,4,512,NA,2.8,NA,18.9625,174
NA,NA,14.2,6,515,0,4.4,0.92,25.41002,132
2.499,0.098,15.6,4,513,NA,2.7,NA,21.91306,62
2.44,0.096,14.9,4,515,NA,3.6,NA,16.7769,65
NA,NA,14.4,4,516,NA,3.6,NA,18.52538,172
NA,NA,14.3,7,446,NA,5.8,NA,20.6017,147
2.453,0.136,16.9,6,457,NA,5.4,0.09,23.22442,56
2.368,0.127,14.6,5,464,0,2.6,0.46,27.48634,88
NA,NA,15.4,3,452,0,2.8,0.51,19.18106,99
2.181,0.12,13.6,3,441,0.03,2.6,0.62,21.25738,100
NA,NA,13.4,3,424,0.03,2.6,0.92,22.7873,118
2.241,0.113,13.5,3,443,0.03,3.6,0.68,18.52538,105
2.421,0.083,14.4,5,449,0.06,7.7,0.46,17.65114,72
2.236,0.084,14.4,4,450,0.05,4.2,0.41,20.82026,74
NA,NA,13.6,4,439,NA,3.5,0.05,24.53578,43
2.118,0.062,11,4,413,NA,2.5,0.17,17.10474,59
